C,SETP.WORLD,DVD_DUDETAIL,AEMO,PUBLIC,2025/06/10,12:30:34,001749522634750,MONTHLY_ARCHIVE,001749522634750
I,PARTICIPANT_REGISTRATION,DUDETAIL,7,EFFECTIVEDATE,DUID,VERSIONNO,CONNECTIONPOINTID,VOLTLEVEL,REGISTEREDCAPACITY,AGCCAPABILITY,DISPATCHTYPE,MAXCAPACITY,STARTTYPE,NORMALLYONFLAG,PHYSICALDETAILSFLAG,SPINNINGRESERVEFLAG,AUTHORISEDBY,AUTHORISEDDATE,LASTCHANGED,INTERMITTENTFLAG,SEMISCHEDULE_FLAG,MAXRATEOFCHANGEUP,MAXRATEOFCHANGEDOWN,DISPATCHSUBTYPE,ADG_ID,MINCAPACITY,REGISTEREDMINCAPACITY,MAXRATEOFCHANGEUP_LOAD,MAXRATEOFCHANGEDOWN_LOAD,MAXSTORAGECAPACITY,STORAGEIMPORTEFFICIENCYFACTOR,STORAGEEXPORTEFFICIENCYFACTOR,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,LOAD_MIN_RAMP_RATE_UP,LOAD_MIN_RAMP_RATE_DOWN,AGGREGATED
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",LYA4,1,VLYP4,500,560,Y,GENERATOR,580,SLOW,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,116,116,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BOWWBA1G,1,SPGW3B,11,3,Y,GENERATOR,2,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,1,1,,BOLIVAR_ADG1,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",SNAPPER1,1,SNPT1S,275,154,Y,GENERATOR,150,FAST,,,,RIYER2,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,30,30,,,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",SNOWNTH1,1,SBLWS1,275,144,N,GENERATOR,144,SLOW,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,50,50,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",SNOWTWN1,1,SNWF1T,132,99,N,GENERATOR,99,SLOW,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,20,20,,,,,,,,,,2,2,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",JLB02,1,VJLGB2,220,76,N,GENERATOR,100,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,20,20,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",GUNNING1,1,NYS12A,132,47,N,GENERATOR,47,SLOW,,,,JEFFP,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,47,47,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_VIC3,1,VICRT3,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CHBESSL1,1,QWDB2C,275,134,Y,LOAD,100,FAST,N,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,20,20,,CHBESS_ADG1,,,,,,,,80,80,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_VIC4,1,VICRT4,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BRAEMAR5,1,QBRA5B,275,173,Y,GENERATOR,173,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,35,35,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",KPP_1,1,QBRA4K,275,744,N,GENERATOR,787,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,157,157,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_VIC5,1,VICRT5,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BRAEMAR7,1,QBRA7B,275,173,Y,GENERATOR,173,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,35,35,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BRAEMAR6,1,QBRA6B,275,173,Y,GENERATOR,173,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,35,35,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BROKENH1,1,NBK11B,22,53,N,GENERATOR,53,SLOW,,,,PRABOTTINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,20,20,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",VPGS1,1,VLYP07,500,50,N,GENERATOR,60,FAST,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,11,11,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",TNPS1,1,QTNT,275,443,Y,GENERATOR,480,SLOW,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,96,96,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",VBBL1,1,VMLB2V,220,360,Y,LOAD,250,FAST,N,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,50,50,,VBB_ADG1,,,,,,,,212,212,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",VBBG1,1,VMLB1V,220,360,Y,GENERATOR,300,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,60,60,,VBB_ADG1,,,,,,,,212,212,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",JLB03,1,VJLGB3,220,76,N,GENERATOR,100,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,20,20,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",GULLRSF1,1,NGUR2G,330,10,,GENERATOR,10,SLOW,,,,LHOWARTH,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,10,10,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CALL_B_1,1,QCAB1,275,350,Y,GENERATOR,350,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,70,70,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CAPBES1G,1,NQBC1C,132,125,Y,GENERATOR,100,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,33,33,,CBESS_ADG1,,,,,,,,33,33,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CALL_B_2,1,QCAB2,275,350,Y,GENERATOR,350,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,70,70,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CAPBES1L,1,NQBC2C,132,125,Y,LOAD,100,FAST,N,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,99,99,,CBESS_ADG1,,,,,,,,33,33,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MBPS2PV1,1,SMH21M,11,13,Y,GENERATOR,10,SLOW,,,,LHOWARTH,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,3,3,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_VIC12,1,VICRT12,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_VIC11,1,VICRT11,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RYEPARK1,1,NRPK1R,330,396,Y,GENERATOR,384,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,77,77,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",GULLRWF2,1,NGUR3G,330,110,N,GENERATOR,107,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,22,22,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",SALTCRK1,1,VTG61S,66,54,N,GENERATOR,54,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,162,162,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",SNOWSTH1,1,SBLWS2,275,126,N,GENERATOR,126,SLOW,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,50,50,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CBWWBA1L,1,SMVE8C,11,2,Y,LOAD,2,FAST,N,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,1,1,,CBWW_ADG1,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CNUNDAWF,1,SSNN1,33,46,N,GENERATOR,46,SLOW,,,,SLI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,10,10,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CBWWBA1G,1,SMVE7C,11,2,Y,GENERATOR,2,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,1,1,,CBWW_ADG1,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CATHROCK,1,SCRK,132,66,N,GENERATOR,66,SLOW,,,,SLI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,14,14,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",CHBESSG1,1,QWDB1C,275,134,Y,GENERATOR,100,FAST,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,20,20,,CHBESS_ADG1,,,,,,,,80,80,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MEADOWBK,1,TMB11,110,40,Y,GENERATOR,44,SLOW,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,10,10,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_VIC10,1,VICRT10,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MIDDLSF1,1,QLIS2M,66,30,N,GENERATOR,26,SLOW,,,,JLOVERING,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,6,6,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MERCER01,1,VELT1M,220,131,Y,GENERATOR,131,SLOW,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,33,33,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",QPS2,1,SQPS2,66,24,N,GENERATOR,25,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MOLNGSF1,1,NMOS1M,132,36,N,GENERATOR,30,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,6,6,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",QPS4,1,SQPS4,66,24,N,GENERATOR,25,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",LBBG1,1,SLBB1L,33,25,Y,GENERATOR,25,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,LBBESS_ADG1,,,,,,,,48,48,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",QPS3,1,SQPS3,66,24,N,GENERATOR,29,FAST,,,,RIYER2,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,6,6,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",QPS5,1,SQPS5Q,66,128,Y,GENERATOR,128,FAST,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,26,26,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",ARWF1,1,VART1A,220,241,N,GENERATOR,241,SLOW,,,,SVOCISANO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,50,50,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WPWF,1,SSYP1,132,91,N,GENERATOR,91,SLOW,,,,SLI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,19,19,,,,,,,,,,2,2,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BDL01,1,VMWT2,66,46,N,GENERATOR,48,FAST,,,,JYANG,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,4,4,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BANN1,1,VWES1B,66,100,N,GENERATOR,88,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,18,18,,,,,,,,,,2,2,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",GULLRWF1,1,NGUR1G,330,165,N,GENERATOR,161,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,33,33,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",BDL02,1,VMWT3,66,46,N,GENERATOR,48,FAST,,,,JYANG,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,4,4,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MORTLK12,1,VM0P2O,500,283,Y,GENERATOR,292,FAST,,,,MARKS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,13,13,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",POR03,1,SPL31P,33,23,N,GENERATOR,23,FAST,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",NEWENSF1,1,NURR1N,330,235,Y,GENERATOR,200,SLOW,,,,WVANRISTEL,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,40,40,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",TUNGATIN,1,TTU11,110,125,Y,GENERATOR,142,SLOW,,,,SVOCISANO,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,75,75,,,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",TREVALLN,1,TTR11,110,93,Y,GENERATOR,107,SLOW,,,,RIYER2,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,60,60,,,,,,,,,,4,4,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",PUMP1,1,QWIP1,275,240,N,LOAD,245,FAST,N,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,120,120,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RRSF1,1,QROG3R,132,128,N,GENERATOR,116,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,696,696,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",PUMP2,1,QWIP2,275,240,N,LOAD,245,FAST,N,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,120,120,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",NEWENSF2,1,NURR2N,330,235,Y,GENERATOR,200,SLOW,,,,WVANRISTEL,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,40,40,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",NUMURSF1,1,VSHS1N,66,112,N,GENERATOR,100,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,20,20,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",LNGS1,1,VAT21L,220,156,Y,GENERATOR,172,FAST,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,27,27,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",OAKEY1SF,1,QTKS1O,33,30,N,GENERATOR,25,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,1000,1000,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",OAKLAND1,1,VTGT3A,66,67,N,GENERATOR,63,SLOW,,,,CASSA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,30,30,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",OAKEY2SF,1,QTKS2O,33,65,N,GENERATOR,55,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,32,32,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",PIBESSG1,1,VMWT10,22,7,Y,GENERATOR,5,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,PIBESS_ADG1,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",PIBESSL1,1,VMWT11,22,7,Y,LOAD,5,FAST,N,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,PIBESS_ADG1,,,,,,,,5,5,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",LBBL1,1,SLBB2L,33,25,Y,LOAD,25,FAST,N,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,5,5,,LBBESS_ADG1,,,,,,,,48,48,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WATERLWF,1,SWLE,132,130,N,GENERATOR,130,SLOW,,,,TOM/BEN,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,27,27,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WALGRVG1,1,NSWB1W,132,50,Y,GENERATOR,50,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,20,20,,WALGBESS_ADG1,,,,,,,,36,36,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WEMENSF1,1,VWES2W,66,97,N,GENERATOR,88,SLOW,,,,ROBYNE,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,90,90,,,,,,,,,,2,2,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WAGGNSF1,1,NWGG1W,66,55,Y,GENERATOR,48,SLOW,,,,JLOVERING,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,10,10,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",UPPTUMUT,1,NUTS8,330,616,Y,GENERATOR,665,FAST,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,320,320,,,,,,,,,,16,16,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HILLSTN1,1,NDNH1H,132,110,Y,GENERATOR,85,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,17,17,,,,,,,,,,2,2,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HAUGHT11,1,QHAR1H,275,132,N,GENERATOR,100,SLOW,,,,LHOWARTH,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,20,20,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WOODLWN1,1,NCWF2W,330,48,N,GENERATOR,48,SLOW,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,13,13,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MWPS3PV1,1,SMW31M,3,7,N,GENERATOR,6,SLOW,,,,SLI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,2,2,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",NEVERSF1,1,NWLS3N,132,132,N,GENERATOR,105,SLOW,,,,JHO,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,21,21,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",MWPS4PV1,1,SMW41M,3,5,N,GENERATOR,4,SLOW,,,,SLI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,1,1,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",YARANSF1,1,QMRY1Y,110,121,N,GENERATOR,103,SLOW,,,,LHOWARTH,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,20,20,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WSTWYSF1,1,NWGJ3W,132,105,Y,GENERATOR,90,SLOW,,,,SNIKHAREY,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,18,18,,,,,,,,,,2,2,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_NSW3,1,NRTNEM03,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",YARWUN_1,1,QYAG1R,132,154,N,GENERATOR,180,SLOW,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,36,36,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",RT_NSW2,1,NRTNEM02,330,3000,N,LOAD,3000,SLOW,N,,,GLANDERS,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,600,600,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",WALGRVL1,1,NSWB2W,132,47,Y,LOAD,47,FAST,N,,,JPLANT,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,20,20,,WALGBESS_ADG1,,,,,,,,36,36,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HAMISF1,1,QSLD1H,33,57,N,GENERATOR,56,SLOW,,,,SBONINI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,20,20,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",GSTONE1,1,QGLD1,275,280,Y,GENERATOR,280,SLOW,,,,BKNOX,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,57,57,,,,,,,,,,3,3,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HBESSL1,1,VHW22H,220,200,Y,LOAD,150,FAST,N,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,30,30,,HBESS1_ADG1,,,,,,,,57,57,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HBESSG1,1,VHW21H,220,200,Y,GENERATOR,150,FAST,,,,ABENSTED,"2024/05/31 14:40:30","2024/05/31 14:40:30",N,N,30,30,,HBESS1_ADG1,,,,,,,,57,57,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HAYMSF1,1,QCCK2H,33,57,N,GENERATOR,50,SLOW,,,,SLI,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,165,165,,,,,,,,,,1,1,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2024/06/03 00:00:00",HALLWF2,1,SMOK1H,275,71,N,GENERATOR,71,SLOW,,,,DAVIDGA,"2024/05/31 14:40:30","2024/05/31 14:40:30",Y,Y,30,30,,,,,,,,,,2,2,,,
